"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Court","Civil/Criminal","Prosecution Agreement","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Major Industry of Parent","Specific Industry of Parent","Info Source","Info Source Archive URL","PACER Link","Captured Document","EPA/OSHA More Info Link","Notes"
"UHS OF CENTENNIAL PEAKS LLC","Universal Health Services Inc.","$7,500","$0","$7,500","2016","20160121","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341198042","","","Colorado","LOUISVILLE","2255 S 88TH STREET","80027","622210","622210: Psychiatric and Substance Abuse Hospitals","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1119804.015",""
"THE HOSPITAL  OF CENTRAL  CONNECTICUT","Hartford HealthCare","$5,000","$0","$5,000","2015","20150717","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340784297","","","Connecticut","NEW BRITAIN","100 GRAND STREET","06050","622110","622110: General Medical and Surgical Hospitals","USA","Connecticut","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1078429.015",""
"SUNRISE SENIOR LIVING SERVICES, INC.","Revera","$10,850","$0","$10,850","2016","20160112","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341176238","","","Florida","JACKSONVILLE","4870 BELFORT ROAD","32256","623110","623110: Nursing Care Facilities","Canada","","privately held","healthcare services","assisted living facilities","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1117623.015",""
"UNILAB CORPORATION","Quest Diagnostics","$25,000","$0","$25,000","2003","20030106","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","120313119","","","California","TARZANA","18408 OXNARD ST.","91356","621511","621511: Medical Laboratories","USA","New Jersey","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=120313119",""
"QUEEN OF THE VALLEY MEDICAL CENTER","Saint Joseph Health","$18,540","$0","$18,540","2016","20160104","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341159978","","","California","NAPA","1000 TRANCAS STREET","94558","622110","622110: General Medical and Surgical Hospitals","USA","California","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1115997.015",""
"SENTARA HEALTH CARE","Sentara Healthcare","$6,175","$0","$6,175","2016","20160105","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341156834","","","Virginia","CHESAPEAKE","1545 CROSSWAYS BLVD.","23320","493110","493110: General Warehousing and Storage","USA","Virginia","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1115683.015",""
"William Backus Hospital","Hartford HealthCare","$82,969","$0","$82,969","2010","20101123","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","","civil","","34-CA-12655-001","","","Connecticut","Norwalk","","06360","622110","622110: General Medical and Surgical Hospitals","USA","Connecticut","non-profit","healthcare services","healthcare services","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","","","","",""
"Winter Haven Hospital","Trinity Health","$75,000","$0","$75,000","2014","20140609","HHS civil monetary penalties","","Winter Haven Hospital agreed to pay $75,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.","federal","agency action","Health & Human Services Department Office of Inspector General","","civil","","","","","Florida","Winter Haven","","","","","USA","Michigan","non-profit","healthcare services","hospitals","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp","screenshot_194053.png","","","",""
"CHARLES RIVER LABORATORIES, INC.","Charles River Laboratories","$10,200","$0","$10,200","2000","20000517","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","116140005","","","Connecticut","PRESTON","48 MILLER ROAD","06365","000000","","USA","Massachusetts","publicly traded","healthcare services","pharmaceutical services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=116140005",""
"VHS ACQUISITION SUBSIDIARY NUMBER 7, INC.","Tenet Healthcare","$13,300","$0","$13,300","2015","20151022","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341005338","","","Massachusetts","WORCESTER","123 SUMMER ST","01608","622110","622110: General Medical and Surgical Hospitals","USA","Texas","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1100533.015",""
"Youth & Family Centered Services Inc.","Acadia Healthcare","$22,541","$0","$22,541","2009","20090218","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1535213","","","New Mexico","Albuquerque","","87120","624110","624110: Child and Youth Services","USA","Tennessee","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"CHRISTUS St. Vincent Regional Medical Center","CHRISTUS Health","$12,240,000","$0","$12,240,000","2017","20170901","False Claims Act","","CHRISTUS St. Vincent Regional Medical Center and its partner CHRISTUS Health agreed to resolve allegations that they violated the False Claims Act by making illegal donations to county governments, which were used to fund the state share of Medicaid payments to the hospital.","federal","agency action","Justice Department Civil Division","","civil","","","","","New Mexico","Santa Fe","","","","","USA","Texas","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/christus-st-vincent-regional-medical-center-and-christus-health-pay-1224-million-settle","","","","",""
"Laboratory Corporation of America","Laboratory Corp. of America","$51,015","$0","$51,015","2017","20170818","employment discrimination","","","federal","agency action","Office of Federal Contract Compliance Programs","","civil","","","","","New Jersey","Raritan","","","","","USA","North Carolina","publicly traded","healthcare services","healthcare services","https://www.dol.gov/ofccp/foia/files/Labcorp_of_America_Redacted.pdf","","","","",""
