Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
chemed corporation,chemed,75000000,0,75000000,2017,2017-10-30,False Claims Act,,"Chemed Corporation and various wholly-owned subsidiaries, including Vitas Hospice Services LLC and Vitas Healthcare Corporation, agreed to pay $75 million to resolve a government lawsuit alleging that defendants submitted false claims for hospice services to Medicare.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,https://www.justice.gov/opa/pr/chemed-corp-and-vitas-hospice-services-agree-pay-75-million-resolve-false-claims-act,,,,,,2017-01-01
tenet healthcare,tenet healthcare,54000000,0,54000000,2003,2003-11-10,False Claims Act,,,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Texas,publicly traded,healthcare services,healthcare services,https://www.justice.gov/archive/opa/pr/2003/November/03_civ_613.htm,,,,,,2003-01-01
fresenius medical care (fka national medical care),fresenius,486000000,0,486000000,2000,2000-01-19,False Claims Act,kickbacks and bribery,"Fresenius Medical Care, formerly known as National Medical Care,  agreed to pay a $101 million criminal fine and a $385 million civil settlement to resolve allegations that the company submitted false claims for laboratory tests and conspired to pay illegal kickbacks.",federal,agency action,Justice Department Civil Division,,civil and criminal,,,,,,,,,,,Germany,,publicly traded,healthcare services,healthcare services,https://www.justice.gov/archive/dag/speeches/2000/nmichaelhealthremarks.htm,,,,,,2000-01-01
hospital corporation of america,hca holdings,8600000,0,8600000,2017,2017-10-04,kickbacks and bribery,,"Four Houston-area hospitals affiliated with HCA -- Bayshore Medical Center, Clear Lake Regional Medical Center, West Houston Medical Center and East Houston Regional Medical Center -- agreed to pay $8.6 million to settle allegations they received kickbacks from various ambulance companies in exchange for rights to the hospitals' more lucrative Medicare and Medicaid transport referrals.",federal,agency action,U.S. Attorney-Southern District of Texas,,civil,,,,,Texas,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-sdtx/pr/four-area-hospitals-pay-millions-resolve-ambulance-swapping-allegations,,,,,,2017-01-01
aurora health care inc.,aurora health care,60000,0,60000,2017,2017-07-21,Americans with Disabilities Act,,,federal,agency action,U.S. Attorney-Eastern District of Wisconsin,,civil,,,,,,,,,,,USA,Wisconsin,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-edwi/pr/settlement-aurora-health-care-inc-regarding-allegations-violations-americans,,,,,,2017-01-01
carolinas healthcare system,carolinas healthcare system,6500000,0,6500000,2017,2017-06-30,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of North Carolina,,civil,,,,,North Carolina,,,,,,USA,North Carolina,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-wdnc/pr/carolina-healthcare-system-agreems-pay-65-million-settle-false-claims-act-allegations,,,,,,2017-01-01
carecore national llc,carecore national,54000000,0,54000000,2017,2017-05-11,False Claims Act,,CareCore settled allegations that it authorized medical diagnostic procedures paid for with Medicare and Medicaid funds over a period of at least eight years without properly assessing whether the procedures were necessary or reasonable.,federal,agency action,U.S. Attorney-Southern District of New York,,civil,,,,,,,,,,,USA,South Carolina,privately held,healthcare services,healthcare information technology,https://www.justice.gov/usao-sdny/pr/acting-us-attorney-announces-54-million-settlement-civil-fraud-lawsuit-against-benefits,,,,,,2017-01-01
vitas health corporation midwest,chemed,200000,0,200000,2016,2016-12-02,False Claims Act,kickbacks and bribery,,federal,agency action,U.S. Attorney-Eastern District of Michigan,,civil,,,,,,,,,,,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,https://www.justice.gov/usao-edmi/pr/united-states-settles-health-care-fraud-action-involving-allegations-hospice-care,,,,,,2016-01-01
university of pittsburgh medical center,upmc,2500000,0,2500000,2016,2016-07-27,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of Pennsylvania,,civil,,,,,Pennsylvania,,,,,,USA,Pennsylvania,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-wdpa/pr/false-claims-act-violation-upmc-resolved-25-million,,,,,,2016-01-01
rem connecticut community services inc.,civitas solutions,1500000,0,1500000,2016,2016-05-31,False Claims Act,,,federal,agency action,U.S. Attorney-District of Connecticut,,civil,,,,,Connecticut,,,,,,USA,Massachusetts,publicly traded,healthcare services,home health services,https://www.justice.gov/usao-ct/pr/former-connecticut-group-home-operator-pays-15-million-settle-overbilling-allegations,,,,,,2016-01-01
saint michael's medical center inc.,prime healthcare services inc.,450000,0,450000,2016,2016-05-31,False Claims Act,,,federal,agency action,U.S. Attorney-District of New Jersey,,civil,,,,,New Jersey,Newark,,,,,USA,California,privately held,healthcare services,hospitals,https://www.justice.gov/usao-nj/pr/newark-hospital-pay-450000-allegedly-billing-health-care-programs-unnecessary-procedures,,,,,,2016-01-01
adventist health system sunbelt healthcare corporation,adventist health system,2090000,0,2090000,2016,2016-02-19,False Claims Act,,,federal,agency action,U.S. Attorney-Middle District of Florida,,civil,,,,,,,,,,,USA,Florida,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-mdfl/pr/adventist-pay-more-2-million-resolve-false-claims-allegations,,,,,,2016-01-01
genesis healthcare llc,genesis healthcare,600000,0,600000,2015,2015-12-23,False Claims Act,,,federal,agency action,U.S. Attorney-Eastern District of Virginia,,civil,,,,,,,,,,,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,https://www.justice.gov/usao-edva/pr/arlington-nursing-home-agrees-pay-600000-settle-false-claim-act-violations,,,,,,2015-01-01
iowa hospice llc,kindred healthcare,1088244,0,1088244,2015,2015-12-18,False Claims Act,,,federal,agency action,U.S. Attorney-Northern District of Iowa,,civil,,,,,Iowa,,,,,,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,https://www.justice.gov/usao-ndia/pr/iowa-hospice-pay-more-1-million-resolve-false-claims-act-allegations,,,,,,2015-01-01
banner health,banner health,2685000,0,2685000,2015,2015-12-18,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of New York,,civil,,,,,Arizona,,,,,,USA,Arizona,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-wdny/pr/32-hospitals-pay-us-more-28-million-resolve-false-claims-act-allegations-related,,,,,,2015-01-01
citrus memorial health system,hca holdings,2600000,0,2600000,2015,2015-12-18,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of New York,,civil,,,,,Florida,Inverness,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-wdny/pr/32-hospitals-pay-us-more-28-million-resolve-false-claims-act-allegations-related,,,,,,2015-01-01
community health systems inc.,community health systems,3500000,0,3500000,2015,2015-12-18,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of New York,,civil,,,,,,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-wdny/pr/32-hospitals-pay-us-more-28-million-resolve-false-claims-act-allegations-related,,,,,,2015-01-01
tenet health care corporation,tenet healthcare,2200000,0,2200000,2015,2015-12-18,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of New York,,civil,,,,,,,,,,,USA,Texas,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-wdny/pr/32-hospitals-pay-us-more-28-million-resolve-false-claims-act-allegations-related,,,,,,2015-01-01
hca holdings inc.,hca holdings,2000000,0,2000000,2015,2015-11-16,False Claims Act,,,federal,agency action,U.S. Attorney-District of South Carolina,,civil,,,,,,,,,,,USA,Tennessee,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-sc/pr/hca-settles-allegations-billing-unnecessary-lab-tests-and-double-billing-fetal-testing,,,,,,2015-01-01
st. francis hospital,trinity health,4000000,0,4000000,2015,2015-09-29,False Claims Act,,,federal,agency action,U.S. Attorney-District of Delaware,,civil,,,,,Delaware,,,,,,USA,Michigan,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-de/pr/hospital-agrees-4-million-settlement-voluntary-disclosures,,,,,,2015-01-01
quest diagnostics,quest diagnostics,1790000,0,1790000,2015,2015-08-25,False Claims Act,,,federal,agency action,U.S. Attorney-Eastern District of California,,civil,,,,,,,,,,,USA,New Jersey,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-edca/pr/quest-diagnostics-pays-united-states-179-million-resolve-false-claims-act-allegations,,,,,,2015-01-01
vanguard health systems inc.,tenet healthcare,2900000,0,2900000,2015,2015-06-15,False Claims Act,kickbacks and bribery,,federal,agency action,U.S. Attorney-Middle District of Tennessee,,civil,,,,,,,,,,,USA,Texas,publicly traded,healthcare services,healthcare services,https://www.justice.gov/usao-mdtn/pr/vanguard-health-systems-inc-agrees-pay-29-million-settle-false-claims-act-allegations,,,,,,2015-01-01
adventist health system sunbelt healthcare corporation,adventist health system,5412502,0,5412502,2015,2015-03-19,False Claims Act,,,federal,agency action,U.S. Attorney-Middle District of Florida,,civil,,,,,,,,,,,USA,Florida,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-mdfl/pr/adventist-health-system-pay-54-million-resolve-false-claims-act-allegations-0,,,,,,2015-01-01
dignity health,dignity health,1550000,0,1550000,2014,2014-07-16,False Claims Act,,Dignity Health agreed to pay the United States $1.55 million to settle claims of deficiencies regarding the handling of controlled substances at its hospitals and clinics.,federal,agency action,U.S. Attorney-Eastern District of California,,civil,,,,,California,,,,,,USA,California,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-edca/pr/dignity-health-agrees-pay-155-million-civil-penalties-resolve-controlled-substances-act,,,,,,2014-01-01
king's daughters medical center,ashland hospital corp.,40900000,0,40900000,2014,2014-05-28,False Claims Act,,,federal,agency action,U.S. Attorney-Eastern District of Kentucky,,civil,,,,,Kentucky,Ashland,,,,,USA,Kentucky,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-edky/pr/ashland-hospital-pay-nearly-41-million-us-government-part-landmark-settlement,,,,,,2014-01-01
ssm healthcare of oklahoma inc.,ssm health,475000,0,475000,2013,2013-10-30,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of Oklahoma,,civil,,,,,Oklahoma,Oklahoma City,,,,,USA,Missouri,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-wdok/pr/owner-st-anthony-hospital-agrees-pay-475000-settle-civil-claims-improper-billing,,,,,,2013-01-01
bostwick laboratories inc.,bostwick laboratories,503668,0,503668,2013,2013-08-20,False Claims Act,kickbacks and bribery,,federal,agency action,U.S. Attorney-Eastern District of New York,,civil,,,,,,,,,,,USA,Virginia,privately held,healthcare services,medical testing,https://www.justice.gov/usao-edny/pr/bostwick-laboratories-inc-pays-503668-resolve-civil-fraud-allegations-its-sales,,,,,,2013-01-01
university of pittsburgh medical center,upmc,956590,0,956590,2013,2013-07-31,False Claims Act,,,federal,agency action,U.S. Attorney-Western District of Pennsylvania,,civil,,,,,Pennsylvania,,,,,,USA,Pennsylvania,non-profit,healthcare services,hospitals,https://www.justice.gov/usao-wdpa/pr/956590-settlement-upmc-resolves-false-claims-act-allegations,,,,,,2013-01-01
beth israel deaconess medical center,caregroup healthcare system,5315000,0,5315000,2013,2013-07-29,False Claims Act,,,federal,agency action,U.S. Attorney-District of Massachusetts,,civil,,,,,Massachusetts,,,,,,USA,Massachusetts,privately held,healthcare services,hospitals,https://www.justice.gov/usao-ma/pr/beth-israel-deaconess-medical-center-pay-53-million-resolve-improper-medicare-claims,,,,,,2013-01-01
